"ID","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p50"
9361,103.5,103.06,103.15,101.41,96.91,93.93,92.22,89.65,87.62,87.31,83.01,80.56,73.77,72.4,70.94,71.06,70.97,69.14,68.84,68.42,68.39,68.97,69.35,69.66,70.37,69.57,73.47,75.14,78.25,82.64,79.61,76.35,72.76,70.12,66.13,63.24,60.01,56.14,55.91,58.2,55.97
9362,105.66,109.45,112.88,116.19,117.23,115.1,112.37,108.04,106.26,104.61,102.44,102.03,98.36,99.22,102.11,102.73,105.9,110.03,115.89,118.02,119.82,122.38,126.98,130.39,133.23,137.73,141.25,137.32,135.21,131.9,132.44,133.5,136.1,136.29,139.94,140.58,133.14,124.94,118.45,122.37,120.67
9363,103.76,101.47,99.33,97.14,93.12,88.93,85.85,86.44,81.75,78.58,72.13,75.35,77.53,78.27,80.24,79.01,76.25,72.39,70.03,70.24,73.98,78.19,82.44,87.1,90.09,93.39,95.94,93.92,94.2,94.85,101.68,100.02,97.32,95.34,93.87,90.92,90.08,93.14,86.3,87.81,82.65
9364,93.63,94.68,87.12,89.87,93.29,94.83,98.32,99.25,98.72,95.56,92.19,89.01,90.9,90.26,88.14,89.11,92.39,94.28,96.68,102.52,97.17,98.04,97.61,95.69,92.32,90.67,88.08,85.44,84.54,87.98,89.65,89.89,90.13,93.9,95.36,98.45,101.73,100.8,102.37,100.72,91.67
9365,96.11,95.2,95.93,100.22,102.2,102.02,103.18,100.98,104.52,108.21,110.7,114.41,119.02,119.18,121.65,121.83,122.73,116.64,112.41,110.26,105.04,101.26,99.54,97.27,88.73,81.36,86.18,88.13,88.71,89.21,88.03,87.41,84.49,83.56,78.71,77.91,79.53,78.79,75.1,70.81,63.36
9366,105.47,109.31,110.65,112.34,114.42,118.73,118.99,118.4,122.12,124.72,127.39,130.19,133.66,137.44,138.79,142.71,144.6,149.56,152.14,155.55,156.09,151.13,152.58,152.3,156.81,160.05,160.23,157.37,157.52,158.56,161.76,163.72,163.69,166.03,168.8,167.88,166.1,162.82,161.32,158.92,153.34
9367,93.92,93.33,97.59,101.03,101.51,101.61,103.65,104.24,107.95,112.03,112.98,114.67,114.35,119.91,121.82,125.57,128.21,129.7,130.69,133.4,134.67,137.05,136.48,133.42,129.62,126.06,126.05,117.96,121.12,122.47,118.63,121.96,122.78,124.65,125.63,127.31,126.02,122.73,119.49,121.17,125.51
9368,106.77,106.49,104.95,102.2,101.54,98.83,95.61,93.2,90.97,88.55,86.36,86.55,87.23,85.18,88.27,92.08,92.6,95.87,99.11,99.63,99.79,102.4,98.3,97.89,95.93,93.07,90.13,86.94,82.49,78.53,74.78,70.6,68.98,66.28,62.73,61.32,56.47,59.25,62.28,66.57,66.18
9369,99.99,102.34,104.09,107.16,110.15,110.48,110.61,108.36,103.34,100.25,101.2,100.58,99.84,95.94,92.12,89.69,86.57,83.22,79.26,79.74,79.81,79.47,78.76,78.82,74.74,73.38,72.99,75.27,77.12,79.11,80.72,83.77,83.77,83.59,83.69,84.65,86.89,85.22,90.62,86.75,55.45
9370,97.54,96.66,97.88,98.11,99.14,95.91,92.12,90.31,86.42,83.64,83.19,79.68,77.61,75.14,76.2,74.52,74.45,75.18,66.56,62.63,64.38,69.13,72.57,70.67,71.25,71.14,75.28,79.47,80.27,88.65,86.03,83.56,81.17,76.38,73.92,70.49,72.17,75.72,77.72,81.2,87.04
9371,92.09,90.93,90.3,96.9,93.89,93.44,91.82,88.38,85.87,81.63,79.08,77.5,75.62,71.86,73.6,76.92,79.34,82.27,86.84,90.3,92.38,95.93,98.49,100.1,103.01,104.69,108.29,108.49,109.28,108.74,105.78,101.31,101.69,102.39,110.3,107.05,104.08,99.41,96.89,97.08,87.8
9372,109.17,108.68,102.88,104.03,106.67,110.98,108.67,105.34,101.57,98.45,97.94,97.37,100.31,104.58,107.17,108.92,112.44,114.54,117.65,122.03,126.28,129.03,131.25,134.88,133.79,132.78,129.29,125.9,125.48,129.55,129.85,122.06,124.91,127.87,129.65,128.84,128.13,128.86,121.59,115.79,138.28
9373,92.15,101.71,98.84,94.76,94.6,96.09,94.88,93.63,90.39,86.82,83.19,82.01,78.7,76.27,75.18,71.95,71.7,72.83,71.6,73.74,77.04,75.6,71.85,69.71,66.68,63.81,63.64,54.74,57.58,62.64,65.39,69.1,71.22,73.14,74,70.58,68.9,69.53,70.49,70.8,73.61
9374,91.98,92.73,90.3,88.73,86.55,83.15,79.93,75.59,71.81,68.65,64.99,64.85,62.78,55.2,55.88,57.19,53.78,54.24,56.31,60.38,64.35,64.36,67.48,66.18,64.42,63.34,63.93,62.31,58.03,56.02,55.98,51.95,51.8,47.1,49.51,52.02,53.73,56.81,59.15,62.32,57.1
9375,92.85,83.02,84.78,88.97,91.89,90.75,91.23,90.54,85.88,83.32,82.15,80.63,78.74,71.28,74.54,76.97,79.66,80.47,76.29,73.22,73.92,69.93,68.01,68.61,68.09,71.29,74.33,77.73,77.49,78.12,79.53,85.94,83.06,82.67,83.28,79.28,75.77,72.79,69.73,69.55,86.62
9376,90.79,84.45,81.78,82.71,80.01,77.06,75.56,73.53,71.75,68.58,66.16,62.92,59.51,56.19,53.23,51.41,48.9,46.09,44.15,41.84,37.14,36.13,36.27,36.6,33.09,30.08,27.52,23.3,21.87,18.71,16.09,14.5,12.02,10.82,11.95,7.68,7.89,3.62,1.19,0,0
9377,97.67,101.39,106.68,106.52,110.3,112.73,114.15,117.06,117.02,115.25,113.14,109.86,110.47,109.44,107.66,107.88,109.94,112.91,116.29,117.95,114.22,114.91,124.04,121.97,120.73,122.01,122.7,121.66,122.97,127.07,125.25,122.96,124.29,133.98,133.17,131.06,128.46,129.59,134.74,136.18,152.17
9378,114.28,114.45,116.41,116.46,120.33,123.77,126.54,127.66,127.24,126.61,128.69,131.1,132.02,134.18,138.86,139.56,142.83,145.07,144.5,138.3,142.69,143.91,146.8,149.12,149.9,150.56,150.79,150.56,152.84,156.29,158.07,161.65,164.23,163.58,164.02,166.88,169.35,173.09,175.3,176.11,200.57
9379,94.58,85.6,89.54,92.11,95.23,98.18,98.01,103.65,100.27,92.88,95.51,98.1,99.4,98.64,98.99,97.91,97.82,99.02,103,103.98,104.02,104.01,103.28,105.56,109.53,112.77,116.9,120.79,117.54,115.6,112.38,108.23,103.84,99.14,95.62,94.39,92.6,89.03,85.6,85.18,64.72
9380,107.82,110.88,113.19,115.36,117.85,119.71,122.7,124.95,129.46,131.43,131.05,135.04,134.66,135.6,132.42,127.75,125.95,122.18,115.39,119.06,123.54,126.71,129.41,133.18,134.31,132.73,130.66,131.14,128.89,125.98,122.07,118.95,116.86,114.75,107.85,106.94,109.96,113.09,113.29,123.14,103.61
9381,93.55,93.26,97.33,99.29,100.3,101.6,104.85,107.83,110.51,112.61,114.18,115.05,113.01,110.79,107.13,103.58,101.05,97.67,95.66,90.47,89.4,93.28,96.05,98.93,101.11,102.22,103.26,104.2,107.11,109.89,113.31,116.46,118.88,119.14,120.62,124.81,126.5,130.72,134.11,137.08,141.5
9382,99.69,98.14,99.31,99,100.67,98.64,96.35,97.67,91.86,89.72,87.04,86.29,82.43,80.7,80.64,84.47,84.22,83.8,85.93,86.34,89.69,92.28,96.98,100.3,103.99,107.11,111.85,115.54,117.88,122.19,126.75,130.54,138,134.8,134.66,139.6,138.25,136.32,137.12,141.02,141.31
9383,97.48,99.87,103.04,105.27,108.05,111.89,113.46,114.09,112.47,111.27,108.88,106.66,98.39,100.48,101.98,104.43,105.37,108.12,112.02,115.85,116.66,115.37,113.37,109.85,108.9,105.79,101.69,97.75,92.51,89.52,86.92,87.52,86.7,87.32,89.57,91.58,93.32,94.99,99.01,104.76,106.92
9384,99.17,97.64,94.99,93.62,95.19,103.96,100.55,102.1,105.41,107.4,110.85,116.29,117.48,119.48,123.72,123.82,128.13,125.5,123.8,122,118.93,117.86,118.37,114.75,115.07,117.2,124.1,125.87,130.91,138.65,136.49,130.42,127.77,125.83,131.06,136.16,141.22,142.63,139.65,137.36,116.38
9385,91.74,91.73,91.75,90.58,92.58,91.66,92.91,93.32,95.11,95.41,96.8,93.73,90.7,90.79,90.17,89.31,89.94,87.49,83.96,79.48,80.54,80.79,81.08,81.95,82.33,82.12,82.22,82.71,85.42,88.17,91.25,88.73,85.72,86.28,84.1,80.63,77.63,75.67,73,68.82,53.68
9386,106.62,110.54,113.65,116.47,118.53,119.57,123.83,126.34,130.37,133.27,134.6,140.76,140.02,138.42,141.22,142.77,141.24,141.54,143.44,146.54,149.24,150.11,148.13,145.28,143.86,142.94,145.63,147.4,149.43,149.19,153.95,151.27,151.02,148.09,144.83,143.07,139.42,136.34,132.19,130.45,131.5
9387,93.53,95.93,98.83,101.02,99.96,99.18,99.29,99.96,99.7,100.31,101.88,101.12,102.09,102.96,104.46,107.17,112.83,116.6,115.43,118.71,117.6,120.25,124.61,126.19,128.53,132.9,135.86,135.13,136.13,136.85,139.36,141.75,144.4,144.76,146.01,147.46,149.28,149.72,148.37,147.82,155.01
9388,93.62,96.82,100.2,103.57,105.53,105.23,105.35,98.59,101.99,105,105.3,101.19,99.95,95.98,94.08,91.17,89.07,90.7,92.82,93.04,92.81,95.41,94.74,90.82,86.5,84.72,81.07,78.54,75.31,75.15,77.02,74.91,71.08,71.22,72.64,70.93,70.82,69.64,66.9,65.13,61.34
9389,92.09,91.45,90.49,91.97,95.51,99.26,101.42,103.83,103.69,99.94,96.21,95.32,93.82,89.9,86.55,84.4,82.43,79.28,79.87,79.7,80.15,78.16,74.23,73.17,72.22,72.12,70.34,62.49,65.94,69.69,73.06,77.6,80.05,82.88,86.75,85.39,84.26,86.71,89.21,91.13,90.84
9390,96.29,96.31,93.23,92.62,87.39,89.33,90.6,92.25,95.61,97.97,102.14,106.65,109.54,112.82,115.94,117.74,117.78,116.73,117.82,118.69,117.02,115.3,111.33,109.71,105.42,102.29,99.14,95.94,96,95.72,98.21,103.52,106,109.58,111.5,113.54,121.07,125.6,121.76,118.55,121.71
9391,105.7,96.84,98.69,99.29,96.01,92.87,90.64,81.78,78.61,74.37,74.91,77.79,80,79.84,81.27,80.42,85.94,82.26,78.27,76.77,72.55,69.45,64.34,60.89,56.75,55,52.98,54.02,55.73,61.84,59.64,56.82,54.53,51.93,43.98,46.68,49.21,53.11,56.81,59.8,48.25
9392,101.69,101.56,102.49,103.39,105.62,105.01,105.57,101.92,97.26,97.37,99.5,98.93,99.97,107.36,102.93,100.27,96.94,96.05,97.09,98.36,98.52,100.2,103.85,104.7,102.4,95.44,97.34,97,97.1,98.42,100.5,100.34,99.32,97.96,98.92,101.33,102.5,104.3,103.96,100.34,89.14
9393,88.12,85.84,83.1,79.9,76.55,72.87,70.22,67.16,57.2,58.05,61.84,64.28,67.53,71.42,73.79,76.44,76.14,76.21,72.76,70.3,63.15,65.33,68.84,70.47,74.75,78.35,81.82,83.47,89.46,92.91,95.26,95.04,97.63,100.27,104.12,104.01,101.83,97.33,95.59,93.35,109.13
9394,98.84,102.83,99.11,97.4,93.07,95.94,99.79,100.9,103.63,105.68,108.94,113.54,116.84,121.15,123.99,124.01,127.18,131.38,134.88,136.37,139.4,142.33,143.98,145.43,141.19,135.05,138.44,140.37,142.27,146.32,149.97,152.23,154.69,156.66,159.23,161.58,164.37,167.15,170.78,172.05,170.63
9395,98.33,103.04,105.82,109.54,113.69,116.03,119.11,120.44,124.11,126.37,130.09,131.43,135.07,135.88,135.1,135.36,135.52,136.52,139.42,139.06,138.75,138.56,135.09,132.94,129.37,125.47,121.3,117.29,113.83,110.7,110.47,109.4,107.26,105.08,102.3,104.19,104.34,104.18,99.58,92.02,119.44
9396,107.36,104.95,105.87,110.01,110.15,114.49,116.35,118.82,119.16,119.55,119.23,122.39,123.12,119.59,115.14,114.81,114.01,113.41,113.73,113.92,115.1,117.76,120.14,121.56,121.27,120.49,115.01,118.56,120.39,122.82,124.61,128.71,130.49,128.63,127.31,126.29,123.09,119.46,118.05,117.72,109.6
9397,99.72,101.42,104.32,107.05,111.54,115.21,117.31,117.44,118.08,117.4,117.32,119.87,121.52,123.62,127.01,127.55,124.99,123.08,118.44,117.54,117.71,121.37,116.21,113.34,109.91,107.39,104.58,105.83,107.18,106.66,107.2,107.59,106.63,104.55,102.93,99.6,95.54,93.53,89.57,86.38,65.49
9398,98.59,100.41,101.83,108.46,106.44,103.71,104.42,103.93,104.1,105.78,107.98,108.88,109.19,110.16,113.13,112.49,112.82,109.8,107.3,105.51,103.17,101.8,105.31,108.11,111.76,111.73,115.1,118.16,120.87,124.04,129.08,131.5,135.37,138.98,144.15,147.4,149.62,151.86,153.39,152.29,147.1
9399,90.38,89.23,88.23,84.39,83.8,85.77,88.53,89.46,88.39,87.15,86.53,84.4,81.03,79.69,76.58,71.43,67.72,66.25,62.33,58.06,53.19,48.6,45.15,45.22,48.31,48.33,47.39,47.28,53.6,49.56,47.75,46.46,43.4,40.06,35.73,33.54,31.73,29.4,18.59,18.08,0
9400,98.49,99.27,100.14,97.41,94.52,92.56,91.76,86.9,84.77,82.57,80.67,78.01,74.56,68.85,71.15,75.91,77.65,78.9,77.1,76.65,75.22,72.78,68.73,68.73,65.71,69.65,70.54,68.52,64.91,61.63,58,55.5,52.46,52.27,60.12,57.12,56.71,54.24,50.71,49.35,36.55
9401,99.24,96.83,92.32,88.15,86.91,82.7,76.44,77.51,76.24,77.52,80.61,84.6,90.14,92.72,99.44,93.95,92.57,89.04,86.72,88.48,92.51,95.65,95.98,91.22,85.93,78.29,76.94,78.21,81.92,85.73,89.17,92.99,96.23,98.73,102.33,104.99,108.24,110.99,115.91,121.85,144.21
9402,107.54,102.64,100.27,98.11,97.24,93.96,92.06,90.27,86.75,88.31,88.06,86.07,77.94,80,82.54,84.83,88.85,91.55,96.39,98.28,98.69,98.93,95.85,101.15,104.79,104.23,105.24,106.31,109.67,112.48,115.42,119.08,119.44,119.18,120.79,125.65,129.31,131.43,135.49,139.44,141.72
9403,92.69,87.74,90.93,93.87,97.23,100.92,101.03,103.82,101.98,105.34,107.41,110.11,107.38,108.02,108.97,108.61,109.54,103.07,106.87,108.23,111.09,112.13,113.52,117.1,119.4,123.23,124.61,126.08,128.24,129.63,133.47,136.89,138.9,139.01,135.34,131.94,128.94,126.39,124.87,120.54,103.25
9404,98.11,97.51,97.55,103.02,98.83,97.24,97.38,101.22,105.75,111.1,107.96,106.14,102.94,102.36,109.86,115.22,113.32,111.26,111.13,105.42,109.28,113.41,111.23,107.67,108.74,109.39,111.7,112.94,113.51,118.32,122.19,121.87,118.6,117.98,114.89,113.62,114.49,117.96,117.93,122.2,107.2
9405,105.55,105.13,107.28,108.39,107.28,104.74,100.54,100.28,101.83,96.32,99.44,103.49,106.19,109.56,110.18,106.88,105.31,106.5,109.76,112.54,116.05,120.24,121.67,119.4,114.9,112.56,106.73,109.29,113.05,117.28,121.46,123.13,127.82,132.6,134.41,134.14,133.97,134.24,131.14,131.84,119.03
9406,98.54,95.46,91.73,89.04,92.02,92.56,98.88,96.78,97.96,100.14,103.47,106.26,106.19,108.06,109.34,109.11,107.87,107.34,110.72,114.33,116.32,118.92,120.62,122.38,122.93,119.53,116.36,116.6,115.78,118.96,120.53,122.77,126.13,129.11,131.62,133.8,132.82,130.01,129.91,126.62,94.28
9407,105.24,104.52,105.28,103.47,101.89,101.66,102.55,103.02,101.59,97.73,95.45,92.23,88.55,87.22,85.17,83.91,83.64,84.4,82.54,82.84,79.41,75.16,72.09,68.23,67.26,69.01,69.45,71.52,73.74,75.79,75.8,74.51,73.36,73.15,75.83,78.5,79.51,83.01,82.89,81.91,97.93
9408,89.96,87.06,83.17,79.05,70.21,73.09,77.1,79.93,85.26,82.69,82.21,80.48,80.8,78.76,76.56,75.47,73.15,71,68.08,64.76,62.76,58.62,55.79,53.14,50.22,50.52,51.82,53.1,45.88,45.41,46.93,50.79,52.87,56.61,61.3,62.95,64.22,67.55,71.04,73.79,83.17
9409,107.24,106.72,113.93,109.43,105.72,105.79,105.48,106.02,108.41,110.82,112.73,112.68,111.59,114.42,117.77,120.6,124.19,125.66,133.22,131.04,128.4,124.45,124.75,124.28,126.31,129.77,129.67,125.58,123.54,119.2,120.16,117.19,114.62,112.76,108.1,104.73,101.67,98.62,96.14,92.66,101.92
9410,101.12,106.11,103.09,97.99,94.97,93.56,90.34,88.99,83.81,80.76,78.3,69.89,71.82,75.31,77.11,78.45,81.55,84.06,87.64,91.28,93.8,96.51,95.39,94.63,89.32,85.77,81.88,79.47,80.38,77.09,73.3,69.43,66.78,61.04,61.27,60.13,59.7,60.5,59.91,64.01,78.45
9411,107.87,105.83,105.4,105.81,105.12,101.48,98.62,95.72,93.29,89.13,87.71,83.83,82.76,84.69,83.86,81.39,77.67,73.88,73.86,73.59,73.23,73.5,74.72,79.09,80.08,82.18,83.93,85.68,88.47,91.96,95.51,96.56,97.77,95.28,96.01,97.82,95.43,92.88,88.87,86.62,83.98
9412,104.54,103.69,101.17,100.79,101.18,98.69,100.71,101.61,101.15,101.11,100.22,93.2,90.43,90.87,91.46,87.68,87.48,85.64,87.13,86.9,83.77,83.55,81.67,79.95,77.05,73.47,71.9,69.42,70.42,71.36,72.69,76.66,81.51,78.6,74.8,73.38,70.46,71.54,74.04,77.09,84.87
9413,109.91,113.46,114.81,113.81,111.28,108,104.5,100.39,98.46,94.27,93.19,90.54,89.02,88.82,84.33,84.19,80.56,79.95,81.69,80.87,82.72,85.87,89.69,89.96,86.55,84.31,80.15,77.21,73.66,72.36,70,71.08,64.89,67.11,66.6,66.98,69.56,71.42,74.91,77.76,76
9414,104.51,101.1,100.39,102.07,99.51,96.84,93.95,90.48,87.23,84.33,85.51,82.88,79.46,77.35,77.64,79.55,77.53,78.25,80.85,84.72,88.81,91.13,92.62,95.69,95.51,98.48,102.67,107.4,110.14,108.63,110.76,113.36,117.56,122.83,126.22,128.25,132.07,135.1,138.08,141.68,138.71
9415,99.41,98.28,92.68,90.48,85.46,81.52,79.43,80.56,78.03,76.59,72.98,68.15,66.07,66.82,68.17,73,69.77,68.59,62.58,59.62,54.98,55.64,58.77,61.5,65.51,69.08,73.57,77.01,81.11,85.38,88.7,91.34,94.33,97.82,100.17,103.87,104.89,109.02,110.89,114,129.75
9416,101.63,106.56,102.3,99.58,96.29,94.66,90.54,89.39,87.69,87.4,86.1,88.51,90.85,94.86,90.59,90.89,88.64,88.25,88.52,90.91,90.63,90.43,87.86,88.59,88.91,86.95,89.55,94.67,90.7,86.69,82.16,77.27,74.9,71.03,67.73,64.12,64.5,67.09,69.87,72.16,76.39
9417,95.91,96.28,96.09,99.92,103.8,107.52,111.44,114.66,115.68,116.54,114.49,111.74,110.5,111.96,115.46,118.37,120.32,123.64,127.81,130.18,129.58,129.47,126.29,123.5,121.76,119.55,117.21,112.43,109.27,107.76,107.5,106.5,108.93,112.75,116.13,119.71,121.82,121.7,120.83,117.95,124.57
9418,87.96,87.77,88.2,85.71,84.71,86.04,88.48,90.39,91.7,91.98,95.52,98.77,102.62,107.56,112.45,112.82,116.93,119.46,123.77,127.12,129.59,133.56,135.4,137.08,140.74,142.98,146.16,148.8,150.36,149.57,151.25,151.57,152.89,154.01,150.49,146.75,143.99,140.2,136.71,132.75,118.31
9419,102.05,103.55,103.38,106.96,105.93,102.67,98.4,94.35,92.03,88.43,88.05,87.41,86.97,93.2,91.15,87.05,82.53,78.51,77.27,74.29,68.58,60.78,63.9,66.77,67.21,72.26,74.67,74.22,78.72,75.31,71.36,68.4,65.38,61.63,56.92,56.28,60.19,63.7,66.98,67.4,72.4
9420,93.49,94.58,95.42,98.99,101.87,104.45,106.45,108.12,110.89,112.24,108.78,106.61,105.65,97.55,99.64,100.87,103.84,106.41,107.52,113.84,109.29,106.97,102.61,93.96,92.29,100.59,97.87,96.07,94.78,93.27,94.69,99.29,97.03,95.52,91.03,87.78,84.71,81.83,79.12,75.53,61.29
9421,95.5,92.11,88.99,89.84,93.98,100.39,104.28,101.73,98.59,97.23,90.94,84.2,85.36,86.77,83.62,81.71,82.75,83.49,80.69,75.43,76.29,78.33,83.25,85.17,90.21,93.03,93.94,94.15,92.92,93.75,92.99,93.54,96.1,97.09,98.11,100.88,102.88,107.22,110.83,113.7,108.71
9422,92.45,89.06,92.37,93.26,95.11,98.08,102.03,103.05,110.14,105.5,103.06,101.24,102.31,100.41,98.25,98.37,93.68,93.7,93.66,87.18,83.63,80.51,80.11,79.34,80.18,82.85,85.65,88.94,91.8,94.19,96.25,97.41,96.79,99.84,101.88,102.37,103.32,103.3,106.4,108.22,75.93
9423,101.22,95.99,100.09,101.75,107.03,103.82,100.12,100.56,97.23,94.32,95.31,95.81,95.85,95.47,92.75,89.23,86.57,82.22,79.07,74.21,71.3,67.53,64.57,62.78,61.08,61.38,62.72,64.05,68.06,74,77.97,81.57,85.91,86.83,88.18,91.92,91.12,91.41,91.93,91.34,95.2
9424,104.32,107.75,108.63,110.72,112.04,112.44,111.82,111.39,108.07,103.44,100.39,96.64,96.82,96.79,98.06,100.32,98.35,94.87,94.5,96.01,100.61,99.9,105.18,107.77,112.22,112.51,103.26,106.15,109.81,112.88,112.72,105.47,106.92,109.69,112.09,113.78,117.78,114.79,121.31,120.82,116.77
9425,95.22,97.82,100.94,103.42,108.23,110.85,110.71,109.93,112.12,114.98,117,121.01,123.29,124.7,132.84,133.28,133.38,139.6,139.01,140.12,144.66,144.57,146.2,147.69,148.05,146.29,148.68,151,153.43,155.83,155.83,146.94,149.62,150.66,153.1,155.95,155.87,156.9,153.63,149.07,145.64
9426,96.11,99.26,102.76,105.91,107.19,112.23,116.32,119.66,124.09,120.4,119.05,115.58,114.38,115.12,117.77,118.81,117.95,117.56,114.28,110.12,109.43,109.9,110.92,108.17,109.93,112.07,114.82,116.74,116.9,115.31,113.99,114.24,112.05,108.74,107.46,110.79,110.9,110.05,107.12,105.89,92.54
9427,108.45,100.66,104.12,104.9,110.72,112.68,116.46,119.27,121.7,125.68,128.79,132.14,134.88,138.31,140.94,142.64,149.59,147.63,144.8,142.28,144.55,143.55,144.1,147.86,150.51,151.1,150.65,152.01,153.37,157.7,156.69,154.03,151.53,150.94,156.83,155,152.62,150.92,153.26,153.05,166.78
9428,103.34,104.48,107.52,107.63,107.46,108.08,108.63,108.41,104.39,104.55,107.59,109.19,113.21,117.24,119.72,118.76,115.24,111.72,111.74,111.02,110.97,112.24,110.45,112.76,114.41,117.34,120.41,124.01,127.97,127.09,128.11,131.36,133.43,134.61,132.13,129.95,126.75,128.17,131.76,136.46,133.07
9429,93.79,86.44,89.34,91.96,91.85,90.92,87.84,89.53,89.04,90.26,89.89,88.28,86.42,86.29,84.03,81.55,78.18,76.67,73.41,68.43,63.63,65.91,65.15,64.87,61.3,59.72,55.24,52.2,48.28,48.54,50.27,54.02,58.23,61.64,65.47,67.79,69.43,69.91,70.24,70.26,59.67
9430,102.3,103.02,102.78,99.36,95.55,95.09,99.08,97.7,99.53,102.44,100.72,97.64,95.38,93.29,91.05,90.22,89.12,83.15,87.16,90.57,94.09,95.39,99.48,101.27,104.91,110.81,111.86,112.13,115.05,119.64,122.71,124.54,124.56,126.47,131.27,128.41,125.66,120.37,111.51,116.12,117.14
9431,98.63,93.73,90.34,86.61,82.6,77.66,76.5,73.56,71.24,66.71,63.65,62.98,60.92,56.03,56.03,62.52,60.4,55.34,56.92,60.86,64.64,64.09,65.79,69.67,72.94,74.88,78.06,79.57,83.29,84.9,87.18,92.65,89.58,85.76,85.66,85.23,81.22,78.32,75.34,73.7,47.27
9432,105.85,106.46,109.94,112.92,115.12,117.01,118.41,118.08,117.94,114.77,115.67,115.78,118.55,125.26,124.87,123.55,121.5,119.63,118.03,115.18,112.75,109.99,108.04,104.85,103.58,100.9,97.13,93.33,89.07,85.23,80.94,78.46,74.26,76.29,76.62,73.64,70.16,59.93,60.67,63.69,76.66
9433,106.16,107.79,111.4,110.33,116.84,119.64,123.4,123.03,125.91,128.88,132.34,134.58,137.25,139.45,140.86,139.34,138.33,139.02,135.65,133.77,129.27,126.67,124.08,123.47,125.37,124.56,122.52,125.11,127.51,130.78,130.38,127.44,122.88,119.65,115.38,114.04,110.97,108.17,105.17,99.03,89.61
9434,102.28,101.23,100.79,103.15,104.68,107.83,107.22,110.11,113.91,116.76,117.76,126.46,123.18,118.95,118.96,121.5,118.39,116.26,113.35,110.12,110.07,108.06,108.45,110.34,111.57,109.71,108.39,109.52,109.32,110.08,118.06,114.73,112.18,108.57,105.56,102.34,100.96,100.48,105.64,107.43,91.68
9435,100.36,100.32,92.41,94.74,96,98.83,102.83,105.59,104.32,103.05,99.47,97.06,93.65,90.27,85.71,78.54,80.53,80.96,78.57,74.01,73.84,67.65,69.91,74.19,74.61,77.06,80.16,81.74,82.78,85.01,86.95,89.68,91.63,91.82,91.55,92.37,95.4,92.65,90.31,88.48,72.83
9436,108.07,106.76,106.14,102.03,98.16,94.35,88.75,87.81,83.36,78.66,74.71,72.08,69.33,69.92,72.85,75.42,79.41,87.06,83.24,78.92,73.56,70.14,70.51,73.34,76.79,79.46,79.11,70.53,73.97,74.79,78.19,77.34,78.68,77.66,84.47,87.34,91.05,91.08,94.04,95.63,95.86
9437,111.24,114.04,118.45,117.71,114.44,114.53,113.73,112.13,111.19,106.66,103.06,100.54,97.57,95.06,90.87,87.95,85.75,81.59,78.7,76.09,69.69,70.23,67.28,64.17,60.59,57.45,54.68,53.38,53.75,56.89,60.52,63.5,64.52,63.68,64.01,64.71,65.94,67.99,68.19,65.78,66.49
9438,98.79,94.87,88.58,87.94,88.8,92.03,91.39,94.39,95.66,96.84,94.89,93.22,89.76,87.54,84.13,81.18,77.06,73.96,70.27,67.97,65.02,63.85,60.93,56.91,54.08,52.54,50.93,47.16,45.83,43.67,41.29,39.91,36.47,35.61,36.6,34.19,31.87,29.13,29.46,27.22,22.22
9439,103.87,105.83,110.65,110.77,112.37,112.43,115.17,114.86,114.83,118.38,121.24,121.47,122.55,120.84,119.24,115.65,111.91,109.37,108.42,107.93,106.94,106.89,107.25,108.47,108.53,107.98,110.83,113.71,117.14,119.25,121.23,117.94,115.75,112.1,113.12,114.23,114.12,110.13,106.02,103.89,122.83
9440,93,93.43,93.06,95.72,98.72,102.43,105.39,108.69,112.87,111.6,113.83,117.56,119.72,123.28,125.92,129.16,132.3,133.66,131.46,129.7,126.27,127.38,122.68,123.84,121.46,122.03,123,121.12,116.75,118.52,119.6,117.29,113.86,111.72,113.45,112.65,110.34,110.51,114.25,117.17,132.9
9441,94.61,99.67,99.64,92.41,95.44,97.73,97.82,100.79,103.34,104.43,95.14,90.94,89.75,88.87,91.6,93.45,97.24,98.48,99.81,102.19,101.27,100.66,100.7,97.59,94.27,92.75,88.4,89.33,92.45,91.78,89.1,84.55,80.94,78,74.59,69.8,65.71,62.89,59.66,56.4,37.25
9442,98.16,99.03,102.11,105.4,107.93,107.48,108.55,116.79,113.86,108.5,112.68,113.64,115.59,118.81,122.98,125.31,130.29,133.15,135.73,135.45,144.24,141.79,138.13,135.91,136.79,137.25,140.98,144.64,147.92,152.41,153.12,157.01,159.63,161.94,163.32,166.09,168.89,171.19,173.78,177.98,192.25
9443,104.27,101.67,105.73,107.84,109.71,111.46,112.77,112.57,110.79,111.49,113.57,113.82,118.48,119.11,116.76,117.25,116.28,107.57,109.26,112.39,116.76,119.81,123,127.23,127.02,124.96,121.09,118.49,115.21,112.9,110.43,106.51,104.01,101.84,98.67,98.8,99.49,99.08,97.13,92.99,92.22
